date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:26:51	1297/1297	---MCZ	200	added ('OK')	text/css	date:Thu,%2002%20Mar%202023%2004:04:32%20GMT	https://cdn.shopify.com/shopifycloud/checkout-web/assets/Information~Payment~ShopPay.latest.en.da9f06164a980bf8e7ea.css	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/shopifycloud/checkout-web/assets/Information_Payment_ShopPay.latest.en.da9f06164a980bf8e7ea.css	(from https://www.laurencraft.com/)
15:26:52	83771/83771	---MCZ	404	error ('Not%20Found')	text/html	etag:cacheable:154faddea096b8bc45bd59a569039176	https://www.laurencraft.com/GET	C:/Users/keega/Downloads/grisdesigns/www.laurencraft.com/GET	(from https://www.laurencraft.com/)
15:26:52	1922/1922	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2003%20Mar%202023%2020:07:32%20GMT	https://cdn.shopify.com/shopifycloud/storefront-recaptcha-v3/v0.6/index.js	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/shopifycloud/storefront-recaptcha-v3/v0.6/index.js	(from https://www.laurencraft.com/)
15:26:53	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2003%20Mar%202023%2021:26:52%20GMT	http://cdn.shopify.com/shopifycloud/shopify/assets/storefront/load_feature-e154599399e6b8b29dcb1102cc76eb199fa33a09af4fa78d15e8f8544ee64fcd.js	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/shopifycloud/shopify/assets/storefront/load_feature-e154599399e6b8b29dcb1102cc76eb199fa33a09af4fa78d15e8f8544ee64fcd.b.delayed	(from https://www.laurencraft.com/)
15:26:53	10292/10292	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2002%20Mar%202023%2000:55:58%20GMT	https://cdn.shopify.com/shopifycloud/shopify/assets/storefront/load_feature-e154599399e6b8b29dcb1102cc76eb199fa33a09af4fa78d15e8f8544ee64fcd.js	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/shopifycloud/shopify/assets/storefront/load_feature-e154599399e6b8b29dcb1102cc76eb199fa33a09af4fa78d15e8f8544ee64fcd.js	(from https://www.laurencraft.com/)
15:26:53	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2003%20Mar%202023%2021:26:53%20GMT	http://cdn.shopify.com/shopifycloud/shopify/assets/shopify_pay/storefront-c31d2fa4962d2ef90b673e945ee33f4f87302b97d0882cd8e83a629b84b30dab.js?v=20220906	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/shopifycloud/shopify/assets/shopify_pay/storefront-c31d2fa4962d2ef90b673e945ee33f4f87302b97d0882cd8e83a629b84b30dab.db805.delayed	(from https://www.laurencraft.com/)
15:26:53	50276/50276	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2002%20Mar%202023%2001:17:24%20GMT	https://cdn.shopify.com/shopifycloud/shopify/assets/shopify_pay/storefront-c31d2fa4962d2ef90b673e945ee33f4f87302b97d0882cd8e83a629b84b30dab.js?v=20220906	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/shopifycloud/shopify/assets/shopify_pay/storefront-c31d2fa4962d2ef90b673e945ee33f4f87302b97d0882cd8e83a629b84b30dabb805.js	(from https://www.laurencraft.com/)
15:26:53	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2003%20Mar%202023%2021:26:53%20GMT	http://cdn.shopify.com/shopifycloud/shopify/assets/storefront/features-87e8399988880142f2c62771b9d8f2ff6c290b3ff745dd426eb0dfe0db9d1dae.js	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/shopifycloud/shopify/assets/storefront/features-87e8399988880142f2c62771b9d8f2ff6c290b3ff745dd426eb0dfe0db9d1dae.f.delayed	(from https://www.laurencraft.com/)
15:26:53	37632/37632	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2002%20Mar%202023%2001:55:13%20GMT	https://cdn.shopify.com/shopifycloud/shopify/assets/storefront/features-87e8399988880142f2c62771b9d8f2ff6c290b3ff745dd426eb0dfe0db9d1dae.js	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/shopifycloud/shopify/assets/storefront/features-87e8399988880142f2c62771b9d8f2ff6c290b3ff745dd426eb0dfe0db9d1dae.js	(from https://www.laurencraft.com/)
15:26:54	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2003%20Mar%202023%2021:26:54%20GMT	http://cdn.shopify.com/s/files/1/0946/4110/t/37/assets/theme.css?v=82470925976365765831605754956	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/t/37/assets/theme.111fc0.delayed	(from https://www.laurencraft.com/)
15:26:55	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2003%20Mar%202023%2021:26:54%20GMT	http://cdn.shopify.com/s/files/1/0946/4110/t/37/assets/lazysizes.min.js?v=174358363404432586981605754956	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/t/37/assets/lazysizes.min.139856.delayed	(from https://www.laurencraft.com/)
15:26:55	166359/166359	---MCZ	200	added ('OK')	text/css	date:Thu,%2002%20Mar%202023%2003:03:07%20GMT	https://cdn.shopify.com/s/files/1/0946/4110/t/37/assets/theme.css?v=82470925976365765831605754956	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/t/37/assets/theme1fc0.css	(from https://www.laurencraft.com/)
15:26:56	24117/24117	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2002%20Mar%202023%2003:03:07%20GMT	https://cdn.shopify.com/s/files/1/0946/4110/t/37/assets/lazysizes.min.js?v=174358363404432586981605754956	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/t/37/assets/lazysizes.min9856.js	(from https://www.laurencraft.com/)
15:26:56	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2003%20Mar%202023%2021:26:56%20GMT	http://cdn.shopify.com/s/files/1/0946/4110/t/37/assets/libs.min.js?v=26178543184394469741605754955	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/t/37/assets/libs.min.1658c2.delayed	(from https://www.laurencraft.com/)
15:26:56	82748/82748	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2022%20Feb%202023%2011:03:04%20GMT	https://cdn.polyfill.io/v3/polyfill.min.js?unknown=polyfill&features=fetch,Element.prototype.closest,Element.prototype.remove,Element.prototype.classList,Array.prototype.includes,Array.prototype.fill,Object.assign,CustomEvent,IntersectionObserver,IntersectionObserverEntry,URL	C:/Users/keega/Downloads/grisdesigns/cdn.polyfill.io/v3/polyfill.min81fb.js	(from https://www.laurencraft.com/)
15:26:56	180351/180351	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2002%20Mar%202023%2003:03:07%20GMT	https://cdn.shopify.com/s/files/1/0946/4110/t/37/assets/libs.min.js?v=26178543184394469741605754955	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/t/37/assets/libs.min58c2.js	(from https://www.laurencraft.com/)
15:26:57	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2003%20Mar%202023%2021:26:56%20GMT	http://cdn.shopify.com/s/files/1/0946/4110/t/37/assets/theme.min.js?v=24239332412725416891605754959	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/t/37/assets/theme.min.1806b8.delayed	(from https://www.laurencraft.com/)
15:26:58	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2003%20Mar%202023%2021:26:58%20GMT	http://cdn.shopify.com/s/files/1/0946/4110/t/37/assets/custom.js?v=183944157590872491501605754957	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/t/37/assets/custom.1a06a6.delayed	(from https://www.laurencraft.com/)
15:26:58	138755/138755	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2002%20Mar%202023%2003:03:07%20GMT	https://cdn.shopify.com/s/files/1/0946/4110/t/37/assets/theme.min.js?v=24239332412725416891605754959	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/t/37/assets/theme.min06b8.js	(from https://www.laurencraft.com/)
15:26:58	101/101	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2002%20Mar%202023%2003:03:07%20GMT	https://cdn.shopify.com/s/files/1/0946/4110/t/37/assets/custom.js?v=183944157590872491501605754957	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/t/37/assets/custom06a6.js	(from https://www.laurencraft.com/)
15:26:59	83771/83771	---MCZ	404	error ('Not%20Found')	text/html	etag:cacheable:154faddea096b8bc45bd59a569039176	https://www.laurencraft.com/POST	C:/Users/keega/Downloads/grisdesigns/www.laurencraft.com/POST	(from https://www.laurencraft.com/)
15:26:59	109401/109401	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2002%20Mar%202023%2003:18:19%20GMT	https://cdn.shopify.com/s/trekkie.storefront.7d0a13153e8bbaa5986cddb6780ade2d67000476.min.js	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/trekkie.storefront.7d0a13153e8bbaa5986cddb6780ade2d67000476.min.js	(from https://www.laurencraft.com/)
15:27:01	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2003%20Mar%202023%2021:26:59%20GMT	http://cdn.shopify.com/shopifycloud/shopify/assets/shop_events_listener-65cd0ba3fcd81a1df33f2510ec5bcf8c0e0958653b50e3965ec972dd638ee13f.js	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/shopifycloud/shopify/assets/shop_events_listener-65cd0ba3fcd81a1df33f2510ec5bcf8c0e0958653b50e3965ec972dd638ee13f.1e.delayed	(from https://www.laurencraft.com/)
15:27:01	8318/8318	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2002%20Mar%202023%2000:45:16%20GMT	https://cdn.shopify.com/shopifycloud/shopify/assets/shop_events_listener-65cd0ba3fcd81a1df33f2510ec5bcf8c0e0958653b50e3965ec972dd638ee13f.js	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/shopifycloud/shopify/assets/shop_events_listener-65cd0ba3fcd81a1df33f2510ec5bcf8c0e0958653b50e3965ec972dd638ee13f.js	(from https://www.laurencraft.com/)
15:27:01	59535/59535	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2002%20Mar%202023%2000:39:26%20GMT	https://cdn.shopify.com/shopifycloud/boomerang/shopify-boomerang-1.0.0.min.js	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/shopifycloud/boomerang/shopify-boomerang-1.0.0.min.js	(from https://www.laurencraft.com/)
15:27:01	104843/104843	---MCZ	200	added ('OK')	text/html	etag:cacheable:c06984fc25826925e9ea35710336767e	https://www.laurencraft.com/collections	C:/Users/keega/Downloads/grisdesigns/www.laurencraft.com/collections.html	(from https://www.laurencraft.com/)
15:27:02	131974/131974	---MCZ	200	added ('OK')	text/html	etag:cacheable:ddcf3def1346f4bf22cf0fd35c4fd0e8	https://www.laurencraft.com/collections/all	C:/Users/keega/Downloads/grisdesigns/www.laurencraft.com/collections/all.html	(from https://www.laurencraft.com/)
15:27:02	86772/86772	---MCZ	200	added ('OK')	text/html	etag:cacheable:b7807046b4e4eb1b3fabb3f581c9dabc	https://www.laurencraft.com/pages/presslookbooks	C:/Users/keega/Downloads/grisdesigns/www.laurencraft.com/pages/presslookbooks.html	(from https://www.laurencraft.com/)
15:27:02	86222/86222	---MCZ	200	added ('OK')	text/html	etag:cacheable:755192131237493c0fc291b1ae0a59ad	https://www.laurencraft.com/pages/instashop	C:/Users/keega/Downloads/grisdesigns/www.laurencraft.com/pages/instashop.html	(from https://www.laurencraft.com/)
15:27:03	104016/104016	---MCZ	200	added ('OK')	text/html	etag:cacheable:57eaba9e636c182b43d632a9a2b6a515	https://www.laurencraft.com/pages/about-lc	C:/Users/keega/Downloads/grisdesigns/www.laurencraft.com/pages/about-lc.html	(from https://www.laurencraft.com/)
15:27:04	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2003%20Mar%202023%2021:27:03%20GMT	http://www.laurencraft.com/apps/store-locator	C:/Users/keega/Downloads/grisdesigns/www.laurencraft.com/apps/store-locator.26.delayed	(from https://www.laurencraft.com/)
15:27:05	117535/117535	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Mar%202023%2021:27:05%20GMT	https://www.laurencraft.com/apps/store-locator	C:/Users/keega/Downloads/grisdesigns/www.laurencraft.com/apps/store-locator.html	(from https://www.laurencraft.com/)
15:27:06	0/0	---MC-	302	error ('Found')	text/html	date:Fri,%2003%20Mar%202023%2021:27:05%20GMT	https://www.laurencraft.com/account	C:/Users/keega/Downloads/grisdesigns/www.laurencraft.com/account	(from https://www.laurencraft.com/)
15:27:06	86358/86358	---MCZ	200	added ('OK')	text/html	etag:cacheable:b507e3ef00f3a7718fd38806a087656f	https://www.laurencraft.com/account/login?return_url=%2Faccount	C:/Users/keega/Downloads/grisdesigns/www.laurencraft.com/account/login4236.html	(from https://www.laurencraft.com/)
15:27:06	84855/84855	---MCZ	200	added ('OK')	text/html	etag:cacheable:fe494360d0dff6ac23995a7239fa8aea	https://www.laurencraft.com/search	C:/Users/keega/Downloads/grisdesigns/www.laurencraft.com/search.html	(from https://www.laurencraft.com/)
15:27:08	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2003%20Mar%202023%2021:27:06%20GMT	http://cdn.shopify.com/s/files/1/0946/4110/files/Lauren-mobile-pic-11111_1x1.jpg?v=1613573166	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/files/Lauren-mobile-pic-11111_1x1b339.jpg	(from https://www.laurencraft.com/)
15:27:08	84115/84115	---MCZ	200	added ('OK')	text/html	etag:cacheable:e43ca0c7ded5100548e13794739ec914	https://www.laurencraft.com/cart	C:/Users/keega/Downloads/grisdesigns/www.laurencraft.com/cart.html	(from https://www.laurencraft.com/)
15:27:08	953/953	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Mar%202023%2018:27:43%20GMT	https://cdn.shopify.com/s/files/1/0946/4110/files/Lauren-mobile-pic-11111_1x1.jpg?v=1613573166	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/files/Lauren-mobile-pic-11111_1x1b339.jpg	(from https://www.laurencraft.com/)
15:27:08	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2003%20Mar%202023%2021:27:08%20GMT	http://cdn.shopify.com/s/files/1/0946/4110/files/Lauren-mobile-pic-11111_x800.jpg?v=1613573166	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/files/Lauren-mobile-pic-11111_x800b339.jpg	(from https://www.laurencraft.com/)
15:27:09	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2003%20Mar%202023%2021:27:08%20GMT	http://cdn.shopify.com/s/files/1/0946/4110/files/lauren-cover-front-2020-2021_1x1.jpg?v=1613573168	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/files/lauren-cover-front-2020-2021_1x1c03d.jpg	(from https://www.laurencraft.com/)
15:27:09	66354/66354	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Mar%202023%2021:27:08%20GMT	https://cdn.shopify.com/s/files/1/0946/4110/files/Lauren-mobile-pic-11111_x800.jpg?v=1613573166	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/files/Lauren-mobile-pic-11111_x800b339.jpg	(from https://www.laurencraft.com/)
15:27:09	953/953	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Mar%202023%2018:27:43%20GMT	https://cdn.shopify.com/s/files/1/0946/4110/files/lauren-cover-front-2020-2021_1x1.jpg?v=1613573168	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/files/lauren-cover-front-2020-2021_1x1c03d.jpg	(from https://www.laurencraft.com/)
15:27:10	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2003%20Mar%202023%2021:27:09%20GMT	http://cdn.shopify.com/s/files/1/0946/4110/files/lauren-cover-front-2020-2021_1000x.jpg?v=1613573168	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/files/lauren-cover-front-2020-2021_1000xc03d.jpg	(from https://www.laurencraft.com/)
15:27:11	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2003%20Mar%202023%2021:27:10%20GMT	http://cdn.shopify.com/s/files/1/0946/4110/files/188_07-08-19_SofiavanderDys_2224c4e5-e848-4d8d-ba85-752ac6394765_1x1.jpg?v=1613572182	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/files/188_07-08-19_SofiavanderDys_2224c4e5-e848-4d8d-ba85-752ac6394765_1x1886a.jpg	(from https://www.laurencraft.com/)
15:27:11	36502/36502	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Mar%202023%2021:27:10%20GMT	https://cdn.shopify.com/s/files/1/0946/4110/files/lauren-cover-front-2020-2021_1000x.jpg?v=1613573168	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/files/lauren-cover-front-2020-2021_1000xc03d.jpg	(from https://www.laurencraft.com/)
15:27:11	952/952	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Mar%202023%2018:27:43%20GMT	https://cdn.shopify.com/s/files/1/0946/4110/files/188_07-08-19_SofiavanderDys_2224c4e5-e848-4d8d-ba85-752ac6394765_1x1.jpg?v=1613572182	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/files/188_07-08-19_SofiavanderDys_2224c4e5-e848-4d8d-ba85-752ac6394765_1x1886a.jpg	(from https://www.laurencraft.com/)
15:27:12	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2003%20Mar%202023%2021:27:11%20GMT	http://cdn.shopify.com/s/files/1/0946/4110/files/188_07-08-19_SofiavanderDys_2224c4e5-e848-4d8d-ba85-752ac6394765_x800.jpg?v=1613572182	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/files/188_07-08-19_SofiavanderDys_2224c4e5-e848-4d8d-ba85-752ac6394765_x800886a.jpg	(from https://www.laurencraft.com/)
15:27:12	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2003%20Mar%202023%2021:27:12%20GMT	http://cdn.shopify.com/s/files/1/0946/4110/files/188_07-08-19_SofiavanderDys_1x1.jpg?v=1613572180	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/files/188_07-08-19_SofiavanderDys_1x1270e.jpg	(from https://www.laurencraft.com/)
15:27:12	11960/11960	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Mar%202023%2021:27:12%20GMT	https://cdn.shopify.com/s/files/1/0946/4110/files/188_07-08-19_SofiavanderDys_2224c4e5-e848-4d8d-ba85-752ac6394765_x800.jpg?v=1613572182	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/files/188_07-08-19_SofiavanderDys_2224c4e5-e848-4d8d-ba85-752ac6394765_x800886a.jpg	(from https://www.laurencraft.com/)
15:27:12	952/952	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Mar%202023%2018:27:44%20GMT	https://cdn.shopify.com/s/files/1/0946/4110/files/188_07-08-19_SofiavanderDys_1x1.jpg?v=1613572180	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/files/188_07-08-19_SofiavanderDys_1x1270e.jpg	(from https://www.laurencraft.com/)
15:27:12	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2003%20Mar%202023%2021:27:12%20GMT	http://cdn.shopify.com/s/files/1/0946/4110/files/188_07-08-19_SofiavanderDys_1000x.jpg?v=1613572180	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/files/188_07-08-19_SofiavanderDys_1000x270e.jpg	(from https://www.laurencraft.com/)
15:27:13	17064/17064	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Mar%202023%2021:27:13%20GMT	https://cdn.shopify.com/s/files/1/0946/4110/files/188_07-08-19_SofiavanderDys_1000x.jpg?v=1613572180	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/files/188_07-08-19_SofiavanderDys_1000x270e.jpg	(from https://www.laurencraft.com/)
15:27:13	131891/131891	---MCZ	200	added ('OK')	text/html	etag:cacheable:62b60a62b3e6693f99cb904e1a202974	https://www.laurencraft.com/collections/summer-collection-2021	C:/Users/keega/Downloads/grisdesigns/www.laurencraft.com/collections/summer-collection-2021.html	(from https://www.laurencraft.com/)
15:27:14	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2003%20Mar%202023%2021:27:13%20GMT	http://cdn.shopify.com/s/files/1/0946/4110/files/head58_1x1.png.jpg?v=1613151627	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/files/head58_1x1.png5b5e.jpg	(from https://www.laurencraft.com/)
15:27:14	953/953	---M--	200	added ('OK')	image/jpeg	date:Fri,%2003%20Mar%202023%2018:27:43%20GMT	https://cdn.shopify.com/s/files/1/0946/4110/files/head58_1x1.png.jpg?v=1613151627	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/files/head58_1x1.png5b5e.jpg	(from https://www.laurencraft.com/)
15:27:14	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2003%20Mar%202023%2021:27:14%20GMT	http://cdn.shopify.com/s/files/1/0946/4110/files/head58_1x1.png?v=1613151627	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/files/head58_1x15b5e.png	(from https://www.laurencraft.com/)
15:27:14	370/370	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Mar%202023%2018:27:43%20GMT	https://cdn.shopify.com/s/files/1/0946/4110/files/head58_1x1.png?v=1613151627	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/files/head58_1x15b5e.png	(from https://www.laurencraft.com/)
15:27:15	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2003%20Mar%202023%2021:27:14%20GMT	http://cdn.shopify.com/s/files/1/0946/4110/files/head58_x800.png?v=1613151627	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/files/head58_x8005b5e.png	(from https://www.laurencraft.com/)
15:27:16	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2003%20Mar%202023%2021:27:15%20GMT	http://cdn.shopify.com/s/files/1/0946/4110/files/head58_1000x.png?v=1613151627	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/files/head58_1000x5b5e.png	(from https://www.laurencraft.com/)
15:27:16	1258127/1258127	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Mar%202023%2021:27:15%20GMT	https://cdn.shopify.com/s/files/1/0946/4110/files/head58_x800.png?v=1613151627	C:/Users/keega/Downloads/grisdesigns/cdn.shopify.com/s/files/1/0946/4110/files/head58_x8005b5e.png	(from https://www.laurencraft.com/)
